GEO.id,GEO.id2,GEO.display-label,B25034_001E,B25034_001M,B25034_002E,B25034_002M,B25034_003E,B25034_003M,B25034_004E,B25034_004M,B25034_005E,B25034_005M,B25034_006E,B25034_006M,B25034_007E,B25034_007M,B25034_008E,B25034_008M,B25034_009E,B25034_009M,B25034_010E,B25034_010M,B25034_011E,B25034_011M
0600000US0900946940,0900946940,"Middlebury town, New Haven County, Connecticut",2966,132,29,24,24,25,438,75,284,85,242,69,318,80,341,103,451,90,401,113,438,113
0600000US0900901220,0900901220,"Ansonia town, New Haven County, Connecticut",8351,395,18,31,17,20,278,130,573,210,599,187,760,207,997,243,1269,193,503,184,3337,347
0600000US0900958300,0900958300,"Oxford town, New Haven County, Connecticut",4815,198,115,90,91,62,1081,188,506,168,809,170,827,187,350,121,380,111,258,131,398,148
0600000US0900919550,0900919550,"Derby town, New Haven County, Connecticut",5627,359,60,83,32,52,338,170,303,158,666,203,824,238,484,170,1124,246,379,158,1417,274
0600000US0900969640,0900969640,"Southbury town, New Haven County, Connecticut",8682,263,0,19,25,27,680,152,1752,270,1179,205,2683,276,1228,205,343,101,229,100,563,131
0600000US0900967610,0900967610,"Seymour town, New Haven County, Connecticut",6687,265,45,71,58,60,428,144,408,143,798,182,1037,232,930,189,1117,202,432,171,1434,226
0600000US0900537280,0900537280,"Harwinton town, Litchfield County, Connecticut",2252,137,33,30,40,48,198,61,301,99,222,70,343,89,275,58,405,103,220,90,215,69
0600000US0900312270,0900312270,"Canton town, Hartford County, Connecticut",4379,208,45,50,49,37,651,174,358,139,534,164,729,190,545,144,508,164,291,129,669,178
0600000US0900360120,0900360120,"Plainville town, Hartford County, Connecticut",8401,287,9,13,94,36,357,114,438,130,1260,262,1264,240,1319,227,1178,253,995,251,1487,268
0600000US0900387000,0900387000,"Windsor town, Hartford County, Connecticut",11450,297,0,23,79,71,787,180,835,173,1768,211,1820,258,1342,225,2163,326,913,203,1743,238
0600000US0900350440,0900350440,"New Britain town, Hartford County, Connecticut",31953,628,146,95,214,125,532,133,650,177,2784,412,2390,269,4065,422,6388,470,3233,362,11551,526
0600000US0900322070,0900322070,"East Granby town, Hartford County, Connecticut",2247,133,0,17,25,30,251,119,316,109,271,99,390,110,433,134,465,179,40,46,56,54
0600000US0900310100,0900310100,"Burlington town, Hartford County, Connecticut",3579,140,34,47,70,41,543,117,560,103,629,101,739,117,262,84,339,101,135,55,268,82
0600000US0900322630,0900322630,"East Hartford town, Hartford County, Connecticut",21300,470,37,47,135,87,430,148,517,150,1700,288,2407,311,5418,480,5046,373,2223,306,3387,376
0600000US0900331240,0900331240,"Glastonbury town, Hartford County, Connecticut",14086,262,150,84,156,97,1006,169,1968,200,2644,323,2791,278,1710,209,1713,264,525,137,1423,201
0600000US0900365370,0900365370,"Rocky Hill town, Hartford County, Connecticut",9253,368,77,84,103,96,879,182,831,216,2175,315,2264,390,1116,254,751,192,501,165,556,170
0600000US0901575870,0901575870,"Thompson town, Windham County, Connecticut",4149,221,28,26,7,11,239,92,478,133,691,156,552,142,365,96,372,128,240,100,1177,191
0600000US0901586790,0901586790,"Windham town, Windham County, Connecticut",9554,364,7,12,89,74,379,154,595,158,909,231,1248,256,1018,223,1318,261,629,170,3362,338
0400000US09,09,Connecticut,1512305,282,10251,726,19181,921,103632,2195,115459,1990,191306,2456,201360,2875,206299,3096,222628,3279,104394,1893,337795,3647
