GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11
0600000US0901372090,0901372090,"Stafford town, Tolland County, Connecticut",5308,218,0,19,50,45,436,118,435,124,820,158,650,131,463,127,657,153,243,78,1554,210
0600000US0901376290,0901376290,"Tolland town, Tolland County, Connecticut",5405,178,0,19,52,79,706,159,1190,193,815,173,808,196,997,169,563,172,73,53,201,91
0600000US0901377830,0901377830,"Union town, Tolland County, Connecticut",381,47,7,9,2,3,77,26,70,25,60,22,50,16,32,13,36,16,5,5,42,17
0600000US0901378250,0901378250,"Vernon town, Tolland County, Connecticut",14222,364,34,36,186,74,1158,251,851,211,2031,306,2221,306,3117,328,2260,321,472,154,1892,258
0600000US0901385950,0901385950,"Willington town, Tolland County, Connecticut",2549,242,0,17,95,58,160,101,377,144,395,135,505,155,455,185,201,107,46,47,315,127
0600000US0901501430,0901501430,"Ashford town, Windham County, Connecticut",1954,122,10,17,10,15,208,77,266,95,233,78,403,85,354,102,295,96,57,34,118,60
0600000US0901509190,0901509190,"Brooklyn town, Windham County, Connecticut",3239,212,0,17,14,24,378,124,425,156,467,140,484,138,585,175,289,111,150,93,447,140
0600000US0901512130,0901512130,"Canterbury town, Windham County, Connecticut",1987,115,0,17,41,39,216,88,193,70,497,105,319,85,265,87,116,48,49,42,291,71
0600000US0901513810,0901513810,"Chaplin town, Windham County, Connecticut",951,44,0,12,0,12,93,49,134,45,138,40,88,37,74,43,188,49,34,29,202,54
0600000US0901521860,0901521860,"Eastford town, Windham County, Connecticut",791,48,0,12,4,6,138,39,129,37,122,32,77,29,52,21,70,29,35,22,164,38
0600000US0901536000,0901536000,"Hampton town, Windham County, Connecticut",766,33,0,12,20,15,85,24,131,33,111,24,84,26,44,19,40,18,36,18,215,40
0600000US0901540500,0901540500,"Killingly town, Windham County, Connecticut",8080,427,0,19,156,115,1067,268,343,107,1147,221,1339,305,702,166,761,221,355,133,2210,345
0600000US0901559980,0901559980,"Plainfield town, Windham County, Connecticut",6376,317,15,24,23,27,503,163,427,133,881,180,840,174,884,202,582,162,408,143,1813,272
0600000US0901561030,0901561030,"Pomfret town, Windham County, Connecticut",1754,140,0,12,27,27,223,82,407,109,390,119,200,88,91,54,142,65,9,14,265,87
0600000US0901562710,0901562710,"Putnam town, Windham County, Connecticut",4416,280,0,17,9,10,421,136,273,126,519,134,383,105,264,111,349,125,267,109,1931,295
0600000US0901567400,0901567400,"Scotland town, Windham County, Connecticut",662,31,0,12,4,5,87,35,112,42,150,40,26,12,65,31,70,36,9,9,139,44
0600000US0901573420,0901573420,"Sterling town, Windham County, Connecticut",1284,116,0,12,28,45,304,121,180,77,276,109,136,71,107,60,13,17,20,20,220,94
0600000US0901575870,0901575870,"Thompson town, Windham County, Connecticut",4112,202,18,21,8,13,278,101,475,112,634,137,497,122,402,103,441,155,238,96,1121,186
0600000US0901586790,0901586790,"Windham town, Windham County, Connecticut",9692,431,0,22,102,72,426,138,499,166,969,207,1184,194,1075,229,1337,256,754,214,3346,314
0600000US0901588190,0901588190,"Woodstock town, Windham County, Connecticut",3513,260,0,17,37,35,585,167,396,145,862,230,510,153,284,108,310,136,54,52,475,171
