GEO.id,GEO.id2,GEO.display-label,B25034_001E,B25034_001M,B25034_002E,B25034_002M,B25034_003E,B25034_003M,B25034_004E,B25034_004M,B25034_005E,B25034_005M,B25034_006E,B25034_006M,B25034_007E,B25034_007M,B25034_008E,B25034_008M,B25034_009E,B25034_009M,B25034_010E,B25034_010M,B25034_011E,B25034_011M
0600000US0901376290,0901376290,"Tolland town, Tolland County, Connecticut",5472,173,0,19,65,76,683,154,1132,192,793,155,849,188,1091,203,527,179,73,53,259,97
0600000US0901377830,0901377830,"Union town, Tolland County, Connecticut",365,45,7,9,2,3,71,22,66,24,54,21,52,20,33,12,36,17,8,7,36,17
0600000US0901378250,0901378250,"Vernon town, Tolland County, Connecticut",14170,394,7,11,201,98,1194,213,873,180,2164,324,2356,330,2773,294,2294,296,441,137,1867,316
0600000US0901385950,0901385950,"Willington town, Tolland County, Connecticut",2563,207,0,17,92,52,192,107,334,139,379,127,529,177,564,195,206,103,43,42,224,127
0600000US0901501430,0901501430,"Ashford town, Windham County, Connecticut",1859,115,0,12,8,13,265,73,241,86,292,87,351,90,297,91,251,79,63,34,91,50
0600000US0901509190,0901509190,"Brooklyn town, Windham County, Connecticut",3141,234,0,17,26,28,358,121,360,142,383,136,424,142,634,218,328,112,127,80,501,177
0600000US0901512130,0901512130,"Canterbury town, Windham County, Connecticut",1962,104,0,17,60,50,169,69,163,61,561,112,320,89,273,86,97,40,68,47,251,88
0600000US0901513810,0901513810,"Chaplin town, Windham County, Connecticut",961,50,0,12,0,12,70,40,141,43,164,46,98,38,72,33,166,55,38,29,212,59
0600000US0901521860,0901521860,"Eastford town, Windham County, Connecticut",788,43,0,12,4,6,118,29,162,39,109,33,93,35,56,21,61,22,34,24,151,33
0600000US0901536000,0901536000,"Hampton town, Windham County, Connecticut",765,43,0,12,18,15,68,22,126,33,130,32,77,29,47,19,38,17,39,19,222,39
0600000US0901540500,0901540500,"Killingly town, Windham County, Connecticut",7824,352,0,19,123,96,1078,257,429,134,1123,306,1295,293,716,180,737,152,372,118,1951,352
0600000US0901559980,0901559980,"Plainfield town, Windham County, Connecticut",6308,270,12,19,25,29,509,180,375,119,960,233,849,210,852,185,429,166,402,159,1895,256
0600000US0901561030,0901561030,"Pomfret town, Windham County, Connecticut",1727,125,0,12,9,15,208,80,326,105,384,108,277,118,87,41,122,61,16,17,298,89
0600000US0901562710,0901562710,"Putnam town, Windham County, Connecticut",4291,302,0,17,10,11,427,116,261,117,494,113,381,100,337,139,317,110,275,115,1789,253
0600000US0901567400,0901567400,"Scotland town, Windham County, Connecticut",664,35,0,12,3,5,71,25,111,39,167,41,19,11,62,28,73,35,7,8,151,37
0600000US0901573420,0901573420,"Sterling town, Windham County, Connecticut",1299,109,0,12,24,37,304,104,156,79,334,121,170,76,70,40,21,20,27,23,193,77
0600000US0901575870,0901575870,"Thompson town, Windham County, Connecticut",4170,203,0,17,10,16,313,101,559,144,524,112,463,107,405,93,486,137,301,94,1109,160
0600000US0901586790,0901586790,"Windham town, Windham County, Connecticut",9581,382,0,22,100,68,453,131,409,142,1071,226,1223,193,1089,250,1132,231,706,184,3398,324
0600000US0901588190,0901588190,"Woodstock town, Windham County, Connecticut",3825,173,0,17,19,24,633,184,439,174,886,230,560,183,241,117,411,154,107,71,529,151
0400000US09,09,Connecticut,1493798,324,2460,354,14673,720,104308,2069,113584,2053,190755,2431,200614,2868,201812,2694,225824,2928,105566,1785,334202,3219
