GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
0600000US0901536000,0901536000,"Hampton town, Windham County, Connecticut",778,39,8,7,82,27,104,31,136,36,48,18,70,31,78,23,36,20,216,44
0600000US0901540500,0901540500,"Killingly town, Windham County, Connecticut",7512,297,15,24,906,222,457,156,1285,228,979,212,924,201,687,159,379,175,1880,295
0600000US0901559980,0901559980,"Plainfield town, Windham County, Connecticut",6464,247,12,20,444,140,514,163,1022,220,773,185,755,176,622,179,236,112,2086,285
0600000US0901561030,0901561030,"Pomfret town, Windham County, Connecticut",1604,130,0,12,189,85,326,96,180,70,243,92,66,44,114,48,43,42,443,95
0600000US0901562710,0901562710,"Putnam town, Windham County, Connecticut",4377,322,0,17,459,141,205,94,518,148,388,140,416,138,565,187,69,47,1757,232
0600000US0901567400,0901567400,"Scotland town, Windham County, Connecticut",647,38,0,12,67,23,107,35,136,36,61,25,61,29,70,28,13,12,132,41
0600000US0901573420,0901573420,"Sterling town, Windham County, Connecticut",1302,111,39,49,223,77,194,73,318,94,99,52,134,81,38,29,31,30,226,97
0600000US0901575870,0901575870,"Thompson town, Windham County, Connecticut",4027,174,8,12,305,85,429,121,621,160,468,118,522,128,501,118,320,120,853,168
0600000US0901586790,0901586790,"Windham town, Windham County, Connecticut",9789,369,55,53,580,146,539,150,1032,215,1573,295,1281,265,870,161,545,161,3314,297
0600000US0901588190,0901588190,"Woodstock town, Windham County, Connecticut",3694,215,34,50,460,150,401,172,833,216,539,188,219,118,409,139,126,68,673,174
